gene_cluster_id	Agnostos_categories!DISC	Agnostos_categories!EU	Agnostos_categories!GU	Agnostos_categories!K	Agnostos_categories!KWP	Agnostos_categories!SINGL	Agnostos_categories!NA	Agnostos_number_of_clusters
GC_00002968	0	0	1	0	0	0	0	1
GC_00002969	0	0	0	1	0	0	0	1
GC_00002970	0	0	0	1	0	0	0	1
GC_00002971	0	0	0	1	0	0	0	1
GC_00002972	0	0	0	1	0	0	0	1
GC_00002973	0	0	0	1	0	0	0	1
GC_00002974	0	0	0	0.6	0	0.4	0	3
GC_00002975	0	0	1	0	0	0	0	1
GC_00002976	1	0	0	0	0	0	0	1
GC_00002977	0	0	0	1	0	0	0	1
GC_00002978	0	0	0	1	0	0	0	1
GC_00002979	0	0	1	0	0	0	0	1
GC_00002980	0	0	0	1	0	0	0	2
GC_00002981	0	0	0	1	0	0	0	1
GC_00002982	0	0	1	0	0	0	0	1
GC_00002983	0	0	0	1	0	0	0	1
GC_00002984	0	0	0	1	0	0	0	1
GC_00002985	0	0	0	1	0	0	0	1
GC_00002986	0	0	1	0	0	0	0	1
GC_00002987	0	0	0	1	0	0	0	1
GC_00002988	1	0	0	0	0	0	0	1
GC_00002989	0	0	1	0	0	0	0	2
GC_00002990	0	0	0	1	0	0	0	1
GC_00002991	0	0	0	1	0	0	0	1
GC_00002992	0	0	0	1	0	0	0	1
GC_00002993	0	0	0	1	0	0	0	3
GC_00002994	0	0	1	0	0	0	0	1
GC_00002995	0	0	0	1	0	0	0	1
GC_00002996	0	0	1	0	0	0	0	1
GC_00002997	0	0	0	1	0	0	0	1
GC_00002998	0	0	0	1	0	0	0	1
GC_00002999	0	0	1	0	0	0	0	1
GC_00003000	0	0	0	0.2	0.8	0	0	3
GC_00003001	0	0	0	1	0	0	0	2
GC_00003002	0	0	1	0	0	0	0	1
GC_00003003	0	0	0	1	0	0	0	3
GC_00003004	0	0	0	1	0	0	0	1
GC_00003005	0	0	0	1	0	0	0	1
GC_00003006	0	0	0	1	0	0	0	1
GC_00003007	0	0	0	1	0	0	0	1
GC_00003008	0	0	0	1	0	0	0	1
GC_00003009	0	0	0	1	0	0	0	1
GC_00003010	0	0	0	1	0	0	0	1
GC_00003011	0.2	0	0	0.8	0	0	0	2
GC_00003012	0	0	0	1	0	0	0	1
GC_00003013	0	0	0	1	0	0	0	3
GC_00003014	0	0	0	1	0	0	0	1
GC_00003015	0	0	1	0	0	0	0	1
GC_00003016	0	0	0.2	0.8	0	0	0	2
GC_00003017	0.6	0	0.4	0	0	0	0	2
GC_00003018	0	0	0.8	0	0	0.2	0	3
GC_00003019	0	0	1	0	0	0	0	1
GC_00003020	0	0	1	0	0	0	0	1
GC_00003021	0	0	0	1	0	0	0	2
GC_00003022	0.2	0	0	0.8	0	0	0	3
GC_00003023	0	0	0	1	0	0	0	1
GC_00003024	0	0	0	1	0	0	0	1
GC_00003025	0	0	0.8	0	0	0.2	0	3
GC_00003026	0	0	1	0	0	0	0	1
GC_00003027	0	0	1	0	0	0	0	2
GC_00003028	0	0	1	0	0	0	0	1
GC_00003029	0	0	0	1	0	0	0	1
GC_00003030	0	0	0	1	0	0	0	1
GC_00003031	0	0	0	1	0	0	0	2
GC_00003032	0	0	0	1	0	0	0	1
GC_00003033	0	0	0	1	0	0	0	1
GC_00003034	0.8	0	0	0.2	0	0	0	2
GC_00003035	0	0	1	0	0	0	0	1
GC_00003036	0	0	1	0	0	0	0	1
GC_00003037	0	0	0	1	0	0	0	1
GC_00003038	0	0	1	0	0	0	0	1
GC_00003039	0	0	0	1	0	0	0	1
GC_00003040	0	0	0	1	0	0	0	1
GC_00003041	0	0	0	1	0	0	0	2
GC_00003042	0	0	1	0	0	0	0	1
GC_00003043	0	0	1	0	0	0	0	1
GC_00003044	0	0	1	0	0	0	0	1
GC_00003045	0	0	0	1	0	0	0	1
GC_00003046	0	0	1	0	0	0	0	1
GC_00003047	0	0	0	1	0	0	0	2
GC_00003048	0	0	0	1	0	0	0	1
GC_00003049	0	0	1	0	0	0	0	1
GC_00003050	0	0	0	1	0	0	0	1
GC_00003051	1	0	0	0	0	0	0	2
GC_00003052	0.2	0	0	0.8	0	0	0	2
GC_00003053	1	0	0	0	0	0	0	1
GC_00003054	0	0	0	1	0	0	0	1
GC_00003055	0	0	0	1	0	0	0	1
GC_00003056	0	0	0	1	0	0	0	1
GC_00003057	0	0	0	1	0	0	0	1
GC_00003058	0	0	0	1	0	0	0	1
GC_00003059	0	0	0.8	0	0	0.2	0	2
GC_00003060	0	0	0	1	0	0	0	1
GC_00003061	0	0	1	0	0	0	0	1
GC_00003062	0	0	0	1	0	0	0	1
GC_00003063	0.2	0	0.8	0	0	0	0	2
GC_00003064	0	0	1	0	0	0	0	1
GC_00003065	0	0	0	1	0	0	0	1
GC_00003066	1	0	0	0	0	0	0	1
GC_00003067	0	0	1	0	0	0	0	1
GC_00003068	0	0	0	1	0	0	0	1
GC_00003069	0	0	0.8	0	0	0.2	0	2
GC_00003070	0	0	0	1	0	0	0	1
GC_00003071	0	0	0	1	0	0	0	1
GC_00003072	0	0	1	0	0	0	0	1
GC_00003073	0	0	0	1	0	0	0	1
GC_00003074	0	0	0	0	1	0	0	1
GC_00003075	0	0	0	1	0	0	0	1
GC_00003076	0	0	0	1	0	0	0	1
GC_00003077	0	0	0	1	0	0	0	1
GC_00003078	0	0	1	0	0	0	0	1
GC_00003079	0	0	1	0	0	0	0	1
GC_00003080	0	0	0	1	0	0	0	1
GC_00003081	0	0	0	1	0	0	0	1
GC_00003082	0	0	0	1	0	0	0	1
GC_00003083	0	0	0	1	0	0	0	1
GC_00003084	0	0	0	1	0	0	0	1
GC_00003085	0	0	1	0	0	0	0	1
GC_00003086	0	0	0	1	0	0	0	1
GC_00003087	0	0	1	0	0	0	0	1
GC_00003088	0	0	0	1	0	0	0	1
GC_00003089	0	0	1	0	0	0	0	1
GC_00003090	0	0	0	1	0	0	0	1
GC_00003091	0	0	1	0	0	0	0	1
GC_00003092	0	0	0	1	0	0	0	1
GC_00003093	0	0	0	1	0	0	0	1
GC_00003094	0	0	1	0	0	0	0	1
GC_00003095	0	0	0	0.8	0	0.2	0	3
GC_00003096	0	0	0	1	0	0	0	1
GC_00003097	0	0	0	1	0	0	0	2
GC_00003098	0	0	0	1	0	0	0	1
GC_00003099	0	0	0	1	0	0	0	1
GC_00003100	1	0	0	0	0	0	0	1
GC_00003101	0	0	0	1	0	0	0	2
GC_00003102	0	0	1	0	0	0	0	1
GC_00003103	0	0	0	1	0	0	0	1
GC_00003104	0	0	0.8	0	0	0.2	0	3
GC_00003105	0	0	0	1	0	0	0	1
GC_00003106	0	0	0	0.8	0	0.2	0	3
GC_00003107	0	0	1	0	0	0	0	1
GC_00003108	0	0	0.8	0	0	0.2	0	3
GC_00003109	0	0	1	0	0	0	0	1
GC_00003110	0	0	0	1	0	0	0	1
GC_00003111	0	0	0	1	0	0	0	2
GC_00003112	0	0	1	0	0	0	0	1
GC_00003113	0	0	0	1	0	0	0	1
GC_00003114	0	0	1	0	0	0	0	1
GC_00003115	0	0	0	1	0	0	0	1
GC_00003116	0.2	0	0.8	0	0	0	0	3
GC_00003117	0	0	0	1	0	0	0	3
GC_00003118	0	0	0	1	0	0	0	1
GC_00003119	0	0	0	1	0	0	0	1
GC_00003120	0	0.2	0.6	0	0	0.2	0	4
GC_00003121	0	0	0	0.4	0.4	0.2	0	3
GC_00003122	0	0	0	1	0	0	0	1
GC_00003123	0	0	0	1	0	0	0	1
GC_00003124	0	0	0	1	0	0	0	1
GC_00003125	1	0	0	0	0	0	0	2
GC_00003126	0	0	0	1	0	0	0	1
GC_00003127	0	0	0	1	0	0	0	1
GC_00003128	0	0	1	0	0	0	0	1
GC_00003129	0	0	1	0	0	0	0	1
GC_00003130	0	0	0	1	0	0	0	1
GC_00003131	0	0	1	0	0	0	0	1
GC_00003132	0	0	0	1	0	0	0	1
GC_00003133	0	0	1	0	0	0	0	1
GC_00003134	0	0	1	0	0	0	0	1
GC_00003135	0	0	0	1	0	0	0	1
GC_00003136	0	0	1	0	0	0	0	1
GC_00003137	0	0	0.6	0	0.4	0	0	4
GC_00003138	0	0	1	0	0	0	0	1
GC_00003139	0	0	0	1	0	0	0	1
GC_00003140	0	0	1	0	0	0	0	2
GC_00003141	0	0	1	0	0	0	0	1
GC_00003142	0	0	0	1	0	0	0	1
GC_00003143	0	0	0	1	0	0	0	2
GC_00003144	0	0	0	0.8	0	0.2	0	2
GC_00003145	0	0	1	0	0	0	0	1
GC_00003146	0	0	1	0	0	0	0	1
GC_00003147	0	0	0	1	0	0	0	2
GC_00003148	1	0	0	0	0	0	0	1
GC_00003149	0	0	0	0.8	0	0.2	0	2
GC_00003150	0	0	0	1	0	0	0	1
GC_00003151	0	0	0	1	0	0	0	1
GC_00003152	0	0	1	0	0	0	0	2
GC_00003153	0	0	1	0	0	0	0	1
GC_00003154	0.6	0	0	0.4	0	0	0	2
GC_00003155	0	0	1	0	0	0	0	1
GC_00003156	0	0	0	1	0	0	0	1
GC_00003157	0.4	0	0.2	0	0	0.4	0	4
GC_00003158	0	0	1	0	0	0	0	1
GC_00003159	0	0	0	1	0	0	0	1
GC_00003160	1	0	0	0	0	0	0	1
GC_00003161	0	0	0.8	0	0	0.2	0	2
GC_00003162	0	0	1	0	0	0	0	1
GC_00003163	0	0	0	1	0	0	0	1
GC_00003164	0	0	0	1	0	0	0	1
GC_00003165	0	0	0	1	0	0	0	1
GC_00003166	1	0	0	0	0	0	0	1
GC_00003167	0	0	0.8	0.2	0	0	0	2
GC_00003168	0	0	1	0	0	0	0	1
GC_00003169	0	0	0	1	0	0	0	2
GC_00003170	0.4	0	0	0.6	0	0	0	2
GC_00003171	0	0	1	0	0	0	0	1
GC_00003172	0	0	0	1	0	0	0	2
GC_00003173	0	0	0	1	0	0	0	1
GC_00003174	0	0	0	1	0	0	0	1
GC_00003175	0	0	1	0	0	0	0	1
GC_00003176	0	0	0	1	0	0	0	1
GC_00003177	0	0	0	1	0	0	0	1
GC_00003178	0	0	1	0	0	0	0	2
GC_00003179	0	0	1	0	0	0	0	1
GC_00003180	0	0	1	0	0	0	0	3
GC_00003181	0	0	0	0.8	0	0.2	0	4
GC_00003182	0	0	0	1	0	0	0	1
GC_00003183	0	0	0	1	0	0	0	1
GC_00003184	0	0	0.8	0	0	0.2	0	2
GC_00003185	1	0	0	0	0	0	0	1
GC_00003186	0.4	0	0.6	0	0	0	0	3
GC_00003187	0	0	0	0.6	0	0.4	0	3
GC_00003188	0	0	0	1	0	0	0	1
GC_00003189	0	0	1	0	0	0	0	1
GC_00003190	0	0	0	1	0	0	0	1
GC_00003191	0	0	0	1	0	0	0	1
GC_00003192	1	0	0	0	0	0	0	1
GC_00003193	0	0	1	0	0	0	0	1
GC_00003194	0	0	1	0	0	0	0	1
GC_00003195	0	0	1	0	0	0	0	1
GC_00003196	0	0	0	1	0	0	0	1
GC_00003197	0	0	0	1	0	0	0	1
GC_00003198	0	0	1	0	0	0	0	2
GC_00003199	0	0	0	1	0	0	0	2
GC_00003200	0	0	0	0	1	0	0	1
GC_00003201	0	0	0	0	1	0	0	1
GC_00003202	0	0	1	0	0	0	0	1
GC_00003203	1	0	0	0	0	0	0	1
GC_00003204	0	0	0	1	0	0	0	1
GC_00003205	0	0	1	0	0	0	0	1
GC_00003206	0	0	0	0.8	0	0.2	0	3
GC_00003207	0	0	1	0	0	0	0	1
GC_00003208	0	0	1	0	0	0	0	2
GC_00003209	0	0	0	0.6	0	0.4	0	4
GC_00003210	0	0	0	1	0	0	0	1
GC_00003211	0.8	0	0	0	0	0.2	0	2
GC_00003212	0	0	1	0	0	0	0	1
GC_00003213	0	0	0.8	0	0	0.2	0	2
GC_00003214	0	0	0	1	0	0	0	1
GC_00003215	0	0	0	1	0	0	0	3
GC_00003216	0	0	1	0	0	0	0	1
GC_00003217	0	0	0	1	0	0	0	1
GC_00003218	0	0	0	1	0	0	0	2
GC_00003219	0	0	0	1	0	0	0	1
GC_00003220	1	0	0	0	0	0	0	1
GC_00003221	0	0	0	1	0	0	0	2
GC_00003222	0	0	0	1	0	0	0	1
GC_00003223	0	0	0	1	0	0	0	2
GC_00003224	0	0	0	1	0	0	0	2
GC_00003225	0	0	0	1	0	0	0	1
GC_00003226	0	0	0	1	0	0	0	1
GC_00003227	0	0	1	0	0	0	0	3
GC_00003228	0	0	0	1	0	0	0	1
GC_00003229	0	0	1	0	0	0	0	1
GC_00003230	0	0	1	0	0	0	0	1
GC_00003231	0	0	0	1	0	0	0	1
GC_00003232	0	0	1	0	0	0	0	1
GC_00003233	0	0	0	1	0	0	0	1
GC_00003234	0	0	0	1	0	0	0	3
GC_00003235	0	0	1	0	0	0	0	3
GC_00003236	1	0	0	0	0	0	0	2
GC_00003237	0	0	0	1	0	0	0	2
GC_00003238	0	0	0	1	0	0	0	2
GC_00003239	0	0	0	1	0	0	0	1
GC_00003240	0	0	0	1	0	0	0	1
GC_00003241	0	0	1	0	0	0	0	2
GC_00003242	0	0	0	1	0	0	0	1
GC_00003243	0	0	0	1	0	0	0	1
GC_00003244	0	0	0	1	0	0	0	1
GC_00003245	0	0	0	1	0	0	0	3
GC_00003246	0	0	0	1	0	0	0	1
GC_00003247	0	0	0	1	0	0	0	1
GC_00003248	0	0	0	1	0	0	0	1
GC_00003249	0.2	0	0.8	0	0	0	0	2
GC_00003250	1	0	0	0	0	0	0	1
GC_00003251	1	0	0	0	0	0	0	1
GC_00003252	0	0	0	1	0	0	0	1
GC_00003253	0	0	0	1	0	0	0	1
GC_00003254	0.2	0	0	0.8	0	0	0	3
GC_00003255	0	0	0	1	0	0	0	1
GC_00003256	0	0	0	1	0	0	0	1
GC_00003257	0.2	0	0	0.8	0	0	0	4
GC_00003258	0.4	0	0	0.2	0	0.4	0	5
GC_00003259	0	0	0	1	0	0	0	1
GC_00003260	0	0	0	1	0	0	0	1
GC_00003261	0	0	0	0.8	0	0.2	0	3
GC_00003262	0	0	0	0	1	0	0	2
GC_00003263	0	0	1	0	0	0	0	2
GC_00003264	0	0	0	1	0	0	0	2
GC_00003265	0	0	0	0.8	0	0.2	0	3
GC_00003266	0	0	0	1	0	0	0	2
GC_00003267	0	0	0.6	0	0	0.4	0	4
GC_00003268	0	0	0	1	0	0	0	1
GC_00003269	0	0	0	1	0	0	0	3
GC_00003270	0	0	0	1	0	0	0	1
GC_00003271	0	0	1	0	0	0	0	1
GC_00003272	0	0	0	1	0	0	0	2
GC_00003273	0	0	1	0	0	0	0	1
GC_00003274	0	0	0.8	0	0	0.2	0	2
GC_00003275	0	0	0.2	0.6	0.2	0	0	3
GC_00003276	0	0	0	0.8	0	0.2	0	2
GC_00003277	0	0	0	1	0	0	0	2
GC_00003278	0	0	0	1	0	0	0	1
GC_00003279	0	0	0	1	0	0	0	2
GC_00003280	0.2	0	0	0.8	0	0	0	2
GC_00003281	0	0	0	1	0	0	0	1
GC_00003282	0	0	1	0	0	0	0	1
GC_00003283	0	0	1	0	0	0	0	2
GC_00003284	0	0	1	0	0	0	0	1
GC_00003285	0	0	0	1	0	0	0	1
GC_00003286	0	0	0	1	0	0	0	1
GC_00003287	0	0	0	1	0	0	0	2
GC_00003288	0	0	0	1	0	0	0	1
GC_00003289	1	0	0	0	0	0	0	1
GC_00003290	0	0	0	0.8	0	0.2	0	3
GC_00003291	0	0	0.8	0	0	0.2	0	2
GC_00003292	0	0	0	1	0	0	0	1
GC_00003293	0	0	0	0	1	0	0	1
GC_00003294	0	0	0	1	0	0	0	1
GC_00003295	0	0	1	0	0	0	0	2
GC_00003296	0	0	0	1	0	0	0	1
GC_00003297	0	0	0.2	0.6	0	0.2	0	3
GC_00003298	1	0	0	0	0	0	0	1
GC_00003299	1	0	0	0	0	0	0	1
GC_00003300	0	0	0	1	0	0	0	1
GC_00003301	0	0	0	1	0	0	0	1
GC_00003302	1	0	0	0	0	0	0	1
GC_00003303	0	0	0	1	0	0	0	1
GC_00003304	0	0	0	0.8	0	0.2	0	4
GC_00003305	0	0	0	1	0	0	0	1
GC_00003306	0	0	0	1	0	0	0	2
GC_00003307	0	0	0.2	0.8	0	0	0	2
GC_00003308	0	0	0.8	0	0	0.2	0	2
GC_00003309	0	0	0.6	0	0	0.4	0	3
GC_00003310	0	0	1	0	0	0	0	1
GC_00003311	0	0	1	0	0	0	0	2
GC_00003312	0	0	0	1	0	0	0	2
GC_00003313	0	0	0	1	0	0	0	1
GC_00003314	0	0	0	1	0	0	0	3
GC_00003315	0	0	1	0	0	0	0	2
GC_00003316	0	0	0.2	0.8	0	0	0	3
GC_00003317	1	0	0	0	0	0	0	1
GC_00003318	0	0	1	0	0	0	0	1
GC_00003319	1	0	0	0	0	0	0	1
GC_00003320	0	0	0	0	1	0	0	1
GC_00003321	0	0	0	1	0	0	0	1
GC_00003322	0	0	0	1	0	0	0	3
GC_00003323	0	0	0	1	0	0	0	1
GC_00003324	0	0	0	1	0	0	0	1
GC_00003325	0	0	0	1	0	0	0	1
GC_00003326	0	0	0	1	0	0	0	1
GC_00003327	0	0	1	0	0	0	0	3
GC_00003328	0	0	1	0	0	0	0	1
GC_00003329	0	0	1	0	0	0	0	1
GC_00003330	0	0	1	0	0	0	0	1
GC_00003331	0	0	0	1	0	0	0	1
GC_00003332	0	0	0	0	1	0	0	1
GC_00003333	1	0	0	0	0	0	0	1
GC_00003334	0	0	1	0	0	0	0	1
GC_00003335	0	0	0	1	0	0	0	1
GC_00003336	0	0	1	0	0	0	0	1
GC_00003337	0	0	1	0	0	0	0	1
GC_00003338	0	0	0.25	0.75	0	0	0	2
GC_00003339	0	0	1	0	0	0	0	1
GC_00003340	0	0	1	0	0	0	0	1
GC_00003341	0	0	0	1	0	0	0	1
GC_00003342	0	0	1	0	0	0	0	1
GC_00003343	0	0	0	1	0	0	0	1
GC_00003344	0	0	0	1	0	0	0	1
GC_00003345	0	0	1	0	0	0	0	1
GC_00003346	0	0	1	0	0	0	0	1
GC_00003347	0	0	0	1	0	0	0	1
GC_00003348	0	0	1	0	0	0	0	1
GC_00003349	1	0	0	0	0	0	0	1
GC_00003350	0	0	1	0	0	0	0	1
GC_00003351	1	0	0	0	0	0	0	1
GC_00003352	0	0	0	1	0	0	0	1
GC_00003353	0	0	0	1	0	0	0	1
GC_00003354	0	0	1	0	0	0	0	1
GC_00003355	0	0	0	1	0	0	0	1
GC_00003356	0	0	0	1	0	0	0	1
GC_00003357	0	0	1	0	0	0	0	1
GC_00003358	0	0	0	0	1	0	0	1
GC_00003359	0	0	0	0	1	0	0	1
GC_00003360	0	0	0	1	0	0	0	1
GC_00003361	0	0	1	0	0	0	0	1
GC_00003362	0	0	0	0	1	0	0	1
GC_00003363	0	0	0	1	0	0	0	1
GC_00003364	0	0	1	0	0	0	0	1
GC_00003365	0	0	0	0	1	0	0	1
GC_00003366	0	0	0	1	0	0	0	1
GC_00003367	0	0	1	0	0	0	0	1
GC_00003368	0	0	1	0	0	0	0	1
GC_00003369	0	0	0	1	0	0	0	1
GC_00003370	0	0	0	1	0	0	0	1
GC_00003371	0	0	1	0	0	0	0	1
GC_00003372	0	0	1	0	0	0	0	1
GC_00003373	0	0	1	0	0	0	0	1
GC_00003374	0	0	1	0	0	0	0	1
GC_00003375	0	0	0	1	0	0	0	1
GC_00003376	0	0	1	0	0	0	0	1
GC_00003377	0	0	1	0	0	0	0	1
GC_00003378	0	0	1	0	0	0	0	1
GC_00003379	0	0	1	0	0	0	0	1
GC_00003380	0	0	0	1	0	0	0	1
GC_00003381	0	0	1	0	0	0	0	1
GC_00003382	0	0	0	1	0	0	0	1
GC_00003383	0	0	0	1	0	0	0	2
GC_00003384	0	0	1	0	0	0	0	1
GC_00003385	0	0	1	0	0	0	0	1
GC_00003386	0	0	0	1	0	0	0	1
GC_00003387	0	0	0	1	0	0	0	1
GC_00003388	0	0	1	0	0	0	0	1
GC_00003389	0	0	0	1	0	0	0	1
GC_00003390	0	0	0	1	0	0	0	1
GC_00003391	0	0	1	0	0	0	0	1
GC_00003392	0	0	1	0	0	0	0	1
GC_00003393	0	0	1	0	0	0	0	1
GC_00003394	0	0	0	1	0	0	0	1
GC_00003395	0	0	1	0	0	0	0	1
GC_00003396	0	0	1	0	0	0	0	1
GC_00003397	0	0	1	0	0	0	0	1
GC_00003398	0	0	0	1	0	0	0	1
GC_00003399	0	0	0	1	0	0	0	1
GC_00003400	0	0	1	0	0	0	0	1
GC_00003401	0	0	1	0	0	0	0	1
GC_00003402	0.25	0	0	0.75	0	0	0	2
GC_00003403	0	0	0	1	0	0	0	2
GC_00003404	0	0	0	1	0	0	0	1
GC_00003405	0	0	0.25	0	0.75	0	0	2
GC_00003406	0	0	0	0.75	0.25	0	0	2
GC_00003407	0	0	0	1	0	0	0	1
GC_00003408	0	0	1	0	0	0	0	1
GC_00003409	0	0	0	0	1	0	0	1
GC_00003410	0	0	0	1	0	0	0	1
GC_00003411	0	0	0	1	0	0	0	2
GC_00003412	0.25	0	0.75	0	0	0	0	2
GC_00003413	0	0	1	0	0	0	0	2
GC_00003414	0	0	0	0	1	0	0	1
GC_00003415	1	0	0	0	0	0	0	1
GC_00003416	0	0	0	1	0	0	0	2
GC_00003417	0	0	0	1	0	0	0	1
GC_00003418	0	0	1	0	0	0	0	1
GC_00003419	0	0	0	1	0	0	0	1
GC_00003420	0	0	0	1	0	0	0	1
GC_00003421	0	0	1	0	0	0	0	1
GC_00003422	0	0	0	1	0	0	0	1
GC_00003423	0	0	0	1	0	0	0	1
GC_00003424	1	0	0	0	0	0	0	1
GC_00003425	0	0	0	1	0	0	0	1
GC_00003426	0	0	0	0	0.75	0.25	0	2
GC_00003427	0	0	0	1	0	0	0	1
GC_00003428	0	0	0	1	0	0	0	1
GC_00003429	0	0	0	1	0	0	0	1
GC_00003430	0	0	1	0	0	0	0	1
GC_00003431	0	0	0	0	1	0	0	1
GC_00003432	0	0	0	1	0	0	0	1
GC_00003433	0	0	1	0	0	0	0	1
GC_00003434	0	0	0	0	1	0	0	1
GC_00003435	0	0	1	0	0	0	0	1
GC_00003436	0	0	0	1	0	0	0	1
GC_00003437	0	0	1	0	0	0	0	2
GC_00003438	0	0	0	1	0	0	0	1
GC_00003439	0	0	0	0	1	0	0	1
GC_00003440	0	0	0.25	0	0.75	0	0	1
GC_00003441	0	0	0	0	1	0	0	1
GC_00003442	0	0	0	1	0	0	0	1
GC_00003443	0	0	0	0	1	0	0	1
GC_00003444	0	0	1	0	0	0	0	1
GC_00003445	0	0	0	1	0	0	0	1
GC_00003446	0	0	0	1	0	0	0	1
GC_00003447	0	0	1	0	0	0	0	1
GC_00003448	0	0	0	1	0	0	0	1
GC_00003449	0	0	1	0	0	0	0	1
GC_00003450	0	0	1	0	0	0	0	1
GC_00003451	0	0	0	1	0	0	0	1
GC_00003452	0	0	0	1	0	0	0	2
GC_00003453	0	0	0	1	0	0	0	1
GC_00003454	0	0	0	1	0	0	0	1
GC_00003455	0	0	1	0	0	0	0	1
GC_00003456	0	0	0	1	0	0	0	2
GC_00003457	0	0	0	1	0	0	0	1
GC_00003458	0	0	0.75	0	0	0.25	0	2
GC_00003459	0.25	0	0	0	0.75	0	0	2
GC_00003460	0	0	1	0	0	0	0	1
GC_00003461	0	0	0	1	0	0	0	1
GC_00003462	0	0	0	1	0	0	0	1
GC_00003463	0	0	0	0.75	0	0.25	0	2
GC_00003464	0	0	0	0.75	0	0.25	0	3
GC_00003465	0	0	0	1	0	0	0	1
GC_00003466	0	0	0.75	0	0	0.25	0	2
GC_00003467	0	0	0.75	0	0.25	0	0	2
GC_00003468	0	0	1	0	0	0	0	1
GC_00003469	0	0	1	0	0	0	0	2
GC_00003470	0	0	0	1	0	0	0	1
GC_00003471	0	0	0	1	0	0	0	2
GC_00003472	0	0	1	0	0	0	0	1
GC_00003473	0.5	0	0	0	0.25	0.25	0	3
GC_00003474	0	0	1	0	0	0	0	1
GC_00003475	0	0	0	0.5	0.5	0	0	2
GC_00003476	0	0	0	1	0	0	0	1
GC_00003477	0	0	0	1	0	0	0	1
GC_00003478	0	0	1	0	0	0	0	1
GC_00003479	0	0	0	1	0	0	0	1
GC_00003480	0	0	1	0	0	0	0	2
GC_00003481	0	0	0	1	0	0	0	1
GC_00003482	0	0	0	0.5	0	0.5	0	3
GC_00003483	0	0	0	0.75	0	0.25	0	3
GC_00003484	0	0	1	0	0	0	0	1
GC_00003485	0	0	0	1	0	0	0	2
GC_00003486	0	0	1	0	0	0	0	1
GC_00003487	0	0	0	0	1	0	0	2
GC_00003488	0	0	1	0	0	0	0	1
GC_00003489	0	0	0	1	0	0	0	2
GC_00003490	0	0	1	0	0	0	0	1
GC_00003491	0	0	0	1	0	0	0	1
GC_00003492	0	0	0	1	0	0	0	1
GC_00003493	0	0	0	1	0	0	0	1
GC_00003494	0	0	0.75	0	0	0.25	0	2
GC_00003495	0	0	0	1	0	0	0	2
GC_00003496	0.25	0	0.75	0	0	0	0	3
GC_00003497	0	0	1	0	0	0	0	2
GC_00003498	0	0	0	0.75	0	0.25	0	3
GC_00003499	0	0	1	0	0	0	0	2
GC_00003500	0	0	0	0	1	0	0	1
GC_00003501	0	0	0	1	0	0	0	1
GC_00003502	0	0	1	0	0	0	0	1
GC_00003503	0	0	0	0.25	0.75	0	0	2
GC_00003504	0	0	0.5	0.5	0	0	0	2
GC_00003505	0	0	0	0	1	0	0	1
GC_00003506	0	0	1	0	0	0	0	1
GC_00003507	0	0	0	0	1	0	0	1
GC_00003508	0	0	0	0	1	0	0	1
GC_00003509	0	0	1	0	0	0	0	1
GC_00003510	0	0	1	0	0	0	0	1
GC_00003511	0	0	0.75	0	0	0.25	0	2
GC_00003512	0	0	1	0	0	0	0	3
GC_00003513	0	0	0	1	0	0	0	2
GC_00003514	0	0	0	1	0	0	0	1
GC_00003515	0	0	0	1	0	0	0	1
GC_00003516	0	0	0	1	0	0	0	1
GC_00003517	0	0	0.25	0.75	0	0	0	2
GC_00003518	0	0	1	0	0	0	0	2
GC_00003519	0	0	1	0	0	0	0	1
GC_00003520	0	0	0.5	0	0	0.5	0	3
GC_00003521	0	0	1	0	0	0	0	1
GC_00003522	0	0	0	1	0	0	0	1
GC_00003523	0	0	0	1	0	0	0	1
GC_00003524	0	0	0.25	0.5	0.25	0	0	3
GC_00003525	0	0	1	0	0	0	0	1
GC_00003526	0	0	0.5	0	0	0.5	0	3
GC_00003527	0.5	0	0	0.5	0	0	0	3
GC_00003528	0	0	0	1	0	0	0	1
GC_00003529	0	0	0	1	0	0	0	1
GC_00003530	0	0	0	1	0	0	0	1
GC_00003531	0	0	0	1	0	0	0	1
GC_00003532	0	0	0	1	0	0	0	1
GC_00003533	0	0	1	0	0	0	0	1
GC_00003534	0	0	1	0	0	0	0	1
GC_00003535	0	0	1	0	0	0	0	1
GC_00003536	0	0	0	1	0	0	0	1
GC_00003537	0	0	1	0	0	0	0	1
GC_00003538	0	0	0.25	0	0.75	0	0	2
GC_00003539	0	0	1	0	0	0	0	2
GC_00003540	0	0	1	0	0	0	0	1
GC_00003541	0	0	0	0	1	0	0	1
GC_00003542	0	0	0.75	0	0	0.25	0	2
GC_00003543	0	0	0	1	0	0	0	1
GC_00003544	0	0	0	1	0	0	0	1
GC_00003545	0	0	1	0	0	0	0	1
GC_00003546	0	0	1	0	0	0	0	1
GC_00003547	0	0	1	0	0	0	0	2
GC_00003548	0	0	0	1	0	0	0	1
GC_00003549	0.25	0	0	0.75	0	0	0	3
GC_00003550	0	0	0.25	0	0	0.75	0	4
GC_00003551	0	0	1	0	0	0	0	2
GC_00003552	0	0	0	1	0	0	0	1
GC_00003553	0	0	0	1	0	0	0	1
GC_00003554	0	0	0	1	0	0	0	1
GC_00003555	0	0	1	0	0	0	0	2
